x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
-0.9984516,-0.9927551,-0.55401057,0.99466676,-0.99333346,-0.99670607,0.9987096,0.35202712,0.35637712,-0.9965043,0.9986424,-0.9949953,-0.9967773,0.99758637,-0.9976025
0.99823266,0.99866164,-0.9930155,0.99112034,-0.64473486,0.9918866,0.9983238,0.99824905,-0.99861825,-0.9859301,0.9976512,-0.97327834,0.9940886,-0.996517,0.9923635
-0.9980999,0.036928844,-0.2304402,0.9938333,-0.99023587,0.9990889,-0.9982339,-0.99748254,0.05734978,0.6841934,0.9813351,-0.9949433,0.99211514,-0.9370221,-0.12058054
0.9906894,-0.2363641,-0.9930038,-0.99875873,0.9976032,-0.99701494,0.0821506,0.65110576,0.708951,0.39268312,0.86343634,-0.33327734,-0.99815565,-0.028979108,0.12781052
0.9978258,0.2995007,-0.9973685,0.99493134,0.99679226,0.9982071,-0.995231,0.090228155,0.9943474,-0.99863416,-0.18986587,-0.99733794,-0.94468665,-0.99643284,0.99868923
-0.9901946,-0.1085992,-0.6168068,-0.9814855,-0.9970934,-0.9982906,-0.99693805,0.9899909,0.99552363,0.9971444,0.043165047,0.99654484,0.99877214,-0.9968274,0.99407804
-0.9975783,0.99242413,-0.9984846,0.9968854,-0.9972046,0.4517109,-0.99869996,-0.9981847,0.9958927,-0.9958053,-0.9969738,-0.9971641,-0.9958678,0.99743676,-0.988987
0.02604846,0.996619,-0.06916183,-0.3944143,-0.9984621,0.99838924,-0.8136889,0.085826226,0.99767494,-0.99747926,0.1753858,0.9982778,-0.01663455,0.023745963,-0.11871827
-0.9335487,0.9961342,0.22311792,0.02652537,-0.99534154,-0.26736134,-0.87891376,-0.053584337,-0.9977818,-0.9947474,-0.055193216,-0.99562114,0.14749007,-0.9962955,0.1297591
0.04748254,0.008818901,-0.99709404,-0.1445459,0.9917864,-0.056490578,-0.9980149,0.9986357,-0.51261383,0.38922468,0.60954213,-0.9981613,0.99375796,0.9986995,0.9990502
-0.9978589,0.9979668,-0.19177713,-0.06364521,-0.9831306,-0.99621433,0.9984617,-0.9897913,0.99854475,0.9873326,-0.9960701,0.9692846,-0.9986269,0.35328275,0.9768247
-0.9914076,-0.98240364,0.48016897,-0.9988721,-0.9970945,0.99691975,-0.9989387,-0.9980644,0.99777377,-0.9957325,-0.9972795,-0.13177983,0.9978264,-0.9982813,-0.9944407
-0.99670005,-0.9980898,0.99871296,0.9985228,-0.9969714,-0.9960817,0.8766835,-0.99677384,-0.90534234,0.9967467,-0.99809176,-0.9916296,0.6913678,-0.99767137,0.9985668
-0.9699246,0.94617945,0.9942129,-0.9988307,-0.9981953,0.99686736,0.9964208,-0.015648035,-0.99651223,0.9829045,-0.9978211,0.9967816,-0.02768026,-0.9983194,0.5838758
-0.9965392,0.9979018,0.9972466,-0.008021528,-0.32223365,0.9695949,0.6455146,0.525119,-0.8130912,-0.9958926,-0.7287785,0.07518883,-0.5472518,0.99591494,-0.9971184
0.9953777,0.98921293,-0.99508494,0.9985026,-0.99280244,-0.084948495,-0.046137173,0.9589576,0.05256658,-0.10303341,0.0270648,-0.14258525,0.26897523,0.9951058,-0.997535
0.9973358,-0.9974509,0.5685232,-0.9987601,-0.36422426,-0.99833846,0.99653625,-0.046416905,0.99706393,0.99811184,-0.99746525,-0.9771318,-0.9930797,-0.99454975,0.99701834
0.31596485,0.12116808,0.9975127,-0.96257246,-0.32440075,-0.9964569,-0.014879162,-0.9962183,0.1643688,-0.49326956,-0.9835059,0.9956043,0.036425058,0.04649821,0.99803805
0.99817514,-0.99631065,-0.9987781,0.9977632,0.99820393,0.47446486,0.9931998,-0.99762464,-0.9965413,0.99661016,0.9980025,-0.99631095,0.9967349,0.99329567,-0.7793008
-0.10247671,0.84469455,0.9982794,-0.22185883,-0.08235107,0.9951772,-0.091487244,-0.9967897,0.9871526,0.99701995,-0.33241755,-0.9985788,-0.9982586,-0.99595267,-0.85095376
0.053821623,0.7334292,-0.99361527,-0.42314434,-0.9984944,0.73012173,0.9217219,-0.38136005,-0.9806818,0.9880116,-0.9990996,-0.94049424,0.9987243,0.32097772,-0.12340616
0.9939602,-0.43830073,0.988468,0.9987028,0.9955615,0.082803205,0.9974133,0.9979163,-0.6708886,-0.9961268,-0.9979371,-0.4781678,-0.9981622,-0.9973547,0.99762046
0.9248129,0.68137115,0.13329014,-0.99541223,-0.9987628,-0.88683504,-0.1790689,0.9984854,-0.99768156,0.34348,-0.99795544,-0.99592996,-0.9986918,-0.43449694,-0.99229723
0.99860644,-0.9967187,0.013143375,-0.99744684,-0.9825728,-0.51383257,0.25425532,0.02607462,0.91280323,-0.9971118,0.10797322,-0.99683875,0.99484915,0.67623085,-0.9968252
0.99064076,-0.11124749,0.99791676,0.8794261,0.98945427,0.9986766,-0.15156889,0.48026592,-0.9990376,-0.03278205,0.39033467,0.99721944,-0.10739306,0.074594766,0.24443756
-0.99083847,0.99830043,-0.9921934,0.9945593,0.99665993,0.0292333,0.9985207,0.590643,0.99722713,-0.18904449,-0.9964985,0.99901664,-0.15260875,0.48185262,-0.99697477
-0.024940303,-0.27506924,-0.41929138,0.9797653,0.034803234,-0.9978542,0.9913925,0.24322864,0.9992732,0.97593194,0.9958264,-0.98904735,0.99823016,-0.9913994,-0.9970119
0.9965024,-0.99758875,-0.647386,-0.19857286,-0.2027002,0.3406389,-0.18308926,0.9198102,-0.14372583,0.65431726,-0.998016,0.9984038,-0.99621713,0.09600386,0.99802625
0.9979386,0.99792236,-0.99818856,-0.9975229,0.997872,0.9961738,0.99755096,-0.99725795,0.9606642,0.995364,0.19255878,0.2136457,0.9982668,0.9959337,0.9985275
0.3959949,0.45254138,-0.9943183,0.9974704,0.997714,0.09923401,-0.013603105,-0.9967971,0.99791694,0.99796224,-0.9924243,0.99486285,0.1611536,-0.931278,0.19564134
0.08478628,-0.276438,-0.49339294,0.99078333,-0.9975178,0.9935907,0.9925045,0.99812096,-0.99559957,-0.9981568,-0.9970446,0.9953009,0.9988079,-0.4466935,-0.99865824
0.5792276,0.9971713,0.275657,0.9988556,0.99893695,0.14939536,-0.9987962,-0.9947783,0.07097097,-0.99075615,-0.9820947,0.06287467,-0.12741648,-0.16021527,-0.99788505
0.9933356,0.99572515,-0.055611406,-0.5147416,0.9933604,-0.99504805,0.99793375,0.99670255,-0.008045845,-0.9907724,0.04014551,-0.99882007,0.23330675,-0.9978252,-0.9643743
0.9984422,0.99884254,0.98757416,-0.7289776,0.51393884,-0.079405315,-0.9981159,0.9945247,0.996064,0.03264966,0.9973552,0.9965135,-0.9985201,-0.9970777,0.97704816
-0.92556626,0.9962412,-0.998181,0.99744207,0.99862677,-0.99399376,-0.21541098,0.9932413,-0.9982013,-0.9955122,-0.9981251,-0.4703049,-0.9988808,-0.16932534,-0.18654665
-0.99855196,-0.9979956,-0.9981273,0.99783534,0.9959164,0.99860364,-0.99745935,0.997989,0.9849435,-0.9968579,-0.027976796,0.9825954,-0.99841994,0.999041,-0.29435477
0.9970938,0.9973684,0.028598288,-0.4187119,0.989447,0.44781005,0.06611526,-0.99749035,-0.995442,0.9979657,-0.99652845,-0.9970444,-0.9215616,0.9367627,0.9916416
-0.99896973,0.99754053,-0.99775916,0.99811065,0.20929869,-0.9967095,-0.99464023,0.22689593,0.99508876,0.99715984,0.99118006,0.016797636,-0.0040284563,0.9884139,0.47510722
0.9967882,-0.99388605,-0.9977861,0.999052,-0.97436756,-0.99606454,0.9957588,0.99781734,0.9965835,0.99712044,-0.99824625,-0.995246,0.9921101,0.99685454,0.39397526
0.9962525,-0.9992097,-0.9979175,0.99775344,0.9967156,-0.99793327,-0.9960066,0.9987153,-0.9971892,0.9990617,0.997283,0.9990809,0.19601952,-0.95954496,-0.9979505
0.9991287,-0.99516237,0.98582375,0.99584913,-0.95395625,-0.9596412,-0.9975026,-0.76430136,-0.18387607,-0.9965933,0.99892426,0.99861795,0.99262905,-0.99838036,-0.20828307
0.9953746,0.31093946,-0.9982365,-0.44083324,0.68604624,-0.98516846,-0.9989432,-0.81151605,0.99834716,-0.99567014,-0.97205,0.9960417,0.99823296,0.99654305,-0.9981317
0.985671,0.842102,0.99660254,0.9880349,0.99767476,0.9948341,0.9953227,0.99645144,0.99729896,-0.9987654,0.9974726,0.9801419,0.9946645,0.27200514,-0.99815494
-0.5954934,0.9969478,0.06579172,0.17735,0.99501354,0.987507,0.30417085,0.9880655,0.5598765,-0.25102767,0.99803156,-0.9734041,-0.9893361,0.99047685,0.9973696
0.9978769,0.9896625,0.9959042,-0.99144775,-0.03940592,-0.9987011,-0.99109966,-0.50420696,-0.9989007,-0.99765736,0.9984289,-0.23437166,-0.99794275,0.9967999,-0.99730605
0.994474,-0.66827655,0.9963059,-0.31942403,0.027000489,-0.08061617,-0.99882996,0.8878272,0.9957092,-0.9971591,-0.97380906,-0.9967936,-0.99581194,0.7115509,0.12534983
0.9970907,0.9750095,-0.9962691,0.9985517,-0.9974143,0.9980919,-0.99852586,-0.9986181,-0.99660814,-0.4337394,-0.8953362,0.99747294,-0.9946283,-0.99799186,0.9972003
-0.9989363,-0.9972852,-0.94387054,0.046971016,0.9977852,-0.99643505,0.998909,0.86146516,-0.5168797,-0.9969459,0.99706864,-0.7225621,0.9949357,-0.9761063,0.9977338
0.9984336,-0.9968708,0.2534932,0.99390733,0.9883612,0.9981232,-0.8978826,0.99797213,0.9976851,0.9985596,0.9965999,-0.081299804,0.9957228,-0.046501964,0.9969254
0.9939072,0.031202324,-0.7227084,-0.99702233,-0.1791808,-0.9942254,0.9968043,-0.99153334,-0.99224305,0.9986152,0.99698585,0.9983121,-0.9267153,-0.9973701,0.6723138
0.9907,0.9970541,-0.9957728,0.10068376,0.9980365,-0.99825364,0.9887447,0.03287097,-0.9940319,-0.03376591,-0.9981087,0.9900521,0.49271774,-0.11822074,0.99802834
-0.99835896,-0.14434488,-0.029321017,-0.052921988,0.9966562,0.99915344,0.1894484,-0.46592712,0.18007514,0.9974898,-0.78322196,-0.07514946,0.27258053,0.99436414,-0.99160486
-0.1965205,0.44896063,-0.15740772,0.99719036,0.36992157,-0.9962148,0.8100149,-0.9966269,-0.4460804,-0.9989012,-0.9971201,-0.99716717,0.9983387,0.9976533,0.15574825
-0.9981253,-0.9968455,-0.12103325,0.9946107,0.92411387,-0.99615437,-0.99857706,0.9895723,0.9973563,0.19440141,-0.99829066,-0.9987417,0.017604718,-0.716983,0.9866406
0.29270706,-0.9976887,0.9988468,-0.98911643,-0.99845266,-0.99882853,0.9962241,0.99582595,0.99593335,-0.37362048,0.99535036,0.99836844,-0.9992336,-0.9966526,-0.99673325
-0.997808,-0.9987159,-0.99694806,-0.9969193,-0.99665534,0.9825171,0.0077731665,-0.9972464,-0.99724066,0.8108876,0.24575518,0.9970724,-0.7315393,-0.24668084,-0.99646336
0.0386526,-0.99746215,0.976946,-0.99119705,0.96872944,0.93982375,0.9980362,0.99876875,0.99786586,-0.99732995,-0.99874735,0.87046814,0.44335312,0.95882416,0.99787396
-0.9988327,-0.9874251,-0.99337894,-0.9984872,-0.049203545,0.73347574,-0.23536213,-0.9853791,0.9991118,0.5051711,0.45004085,-0.99843836,0.19483495,0.9980571,0.9987768
-0.9986721,-0.99772,0.9959471,0.9981845,-0.9961267,0.103574745,-0.99517024,0.27651414,0.99860734,0.9018699,-0.97436476,0.9979449,0.9718762,0.12674032,-0.9825569
0.13098447,0.10282011,-0.05420436,0.9302455,0.12113933,0.11216289,-0.9988893,0.1345384,-0.9943115,0.99795777,-0.03400552,-0.99813133,-0.998559,0.9986601,-0.9942263
0.9987035,-0.9971686,-0.09948384,-0.9977659,0.9974998,0.23013772,-0.23082684,-0.9462705,-0.99869674,-0.9908327,-0.13835414,0.45109946,0.9982446,0.99473137,0.47669175
0.2859322,0.23079436,-0.19790535,0.984514,-0.117678076,-0.99819744,-0.95608926,0.96162874,0.9980031,-0.9988548,-0.9953882,0.98603463,-0.5076418,-0.9956898,-0.69872475
-0.9229477,-0.014091923,0.80254024,0.9964108,-0.012031209,-0.98935044,0.9981222,0.9987743,0.006461356,0.971984,0.019951044,0.9981825,-0.25171795,-0.16951606,0.5301368
0.9955387,0.6612715,0.99849916,0.9978246,0.99615294,-0.997861,0.99844784,-0.9952008,0.9963414,0.99609894,-0.9914124,-0.9116545,-0.55615216,0.9989763,-0.997942
-0.99505657,-0.99742496,0.7052987,-0.14783004,-0.9973555,0.9985607,0.99810207,-0.9973775,-0.9957422,-0.9973042,0.9813852,0.99666303,0.99843425,0.15095867,0.97943455
-0.99778146,0.37815493,0.998259,-0.9202759,0.99807024,-0.99863696,0.9984555,-0.9959943,0.99534065,-0.99668,-0.99687,-0.997135,-0.99786764,-0.9948679,0.119736925
-0.25265583,0.9988861,-0.04903677,-0.9988385,-0.09023694,-0.99760133,0.39197135,0.45515418,-0.9945683,0.0050549502,0.998893,0.08002276,0.99476373,-0.008227917,-0.13613757
0.41932654,-0.99714655,0.6801288,-0.99823356,-0.13670269,0.441667,-0.9992054,0.99263537,-0.048820842,-0.080265574,0.99810797,0.99753606,0.055915985,0.997271,-0.99862504
-0.9979405,-0.99836135,0.9984728,-0.89339066,-0.05079529,-0.9975768,-0.13720188,-0.019031383,-0.9910778,0.99852216,0.99565506,0.93771785,-0.9970962,0.9973733,0.9976647
-0.99830115,0.4741905,0.998018,-0.09706058,0.99856055,-0.99760485,-0.51126486,0.9966246,-0.43503055,0.99820477,0.99678195,-0.99758136,-0.24262619,-0.99874556,-0.57924116
0.33064237,-0.99682635,0.99858993,0.99679923,-0.9955503,0.9977407,-0.7645928,-0.99679524,-0.99847853,-0.97818905,-0.9978246,-0.9975504,0.43544373,0.998499,-0.9984585
-0.095455386,-0.99772143,0.9970973,0.4633353,0.9990004,-0.99843127,0.022191757,0.08026214,0.19027843,-0.3674969,-0.25264257,0.19393677,0.9967964,0.99674255,-0.9944932
0.9946795,-0.99788415,0.9959324,0.8044311,0.9957143,0.9972614,0.9978673,-0.9981696,0.99806905,-0.99523014,0.19790724,0.99867827,-0.99861544,-0.91049063,0.99817085
-0.9971183,0.99690366,0.99711955,-0.9981865,-0.6755172,0.99690276,-0.9991677,0.967148,-0.6384379,0.99724907,0.11227419,-0.4645821,-0.34595487,0.30409116,0.9985512
-0.99849206,0.3814914,0.6588946,0.35393527,0.27788797,-0.967978,-0.9982662,-0.99866134,-0.9971319,0.40847754,-0.5192447,0.99668974,0.4717272,0.5590186,-0.9965174
-0.345278,-0.99802065,-0.9974417,-0.99525607,0.98316306,-0.99736744,0.9988249,-0.9971044,0.033333007,0.985092,-0.998477,0.9986513,0.9975524,0.9979071,0.99811447
0.5399076,-0.9986884,0.39366698,0.9969298,-0.95739305,-0.98546875,0.9536338,-0.620982,-0.9968282,-0.998668,-0.998425,0.99730384,-0.9891219,0.9521103,-0.442551
-0.8973106,-0.99345595,0.9969641,0.9985914,-0.15087116,0.32354906,0.8764111,0.2972095,0.9984759,-0.9976139,0.045546412,-0.61374664,0.10392011,-0.5608531,-0.06991276
-0.013204096,-0.99910796,-0.99893016,0.6387609,-0.7633757,-0.30937293,-0.99229723,-0.1111706,0.23899527,-0.9979474,-0.08965627,-0.03182805,0.9990804,-0.09960608,0.99685234
0.27736878,-0.032425515,0.999274,-0.9975599,0.99046934,0.99888015,0.13565654,-0.026834307,-0.0013800643,-0.99863005,0.99592584,-0.995162,0.45697537,-0.3833241,0.9978759
-0.9975965,0.99858266,-0.9987807,0.99190027,-0.9982939,-0.9976969,0.9895955,-0.9974752,0.9966246,-0.99234504,0.31545153,0.9981438,0.9960618,-0.997809,-0.9985887
-0.9253533,-0.043122634,-0.98415995,-0.9985764,0.99857485,0.9543677,0.9966394,0.9985881,-0.9982656,0.9972293,0.65340483,0.9958328,-0.9929559,0.9972141,-0.9503891
-0.9979444,-0.9977756,0.99769133,0.9908763,0.9925015,-0.013371045,-0.99868435,-0.9984513,-0.7914655,-0.9975279,0.18595977,-0.9975702,-0.9947634,0.3197135,0.63467723
-0.99724615,-0.6812086,0.59602106,-0.9963504,0.9802908,-0.71547884,0.9978238,-0.99775654,0.7338246,0.99473846,0.99809974,0.9802366,0.062625125,-0.22893824,-0.78697276
-0.9970702,-0.77570754,-0.9970476,-0.4708835,0.08057377,-0.3602873,0.99779636,0.9955603,-0.17493641,0.9966347,-0.99764776,-0.13597572,-0.23841296,-0.9984571,-0.9984186
0.996859,0.9970058,0.6160039,0.9949413,0.042125423,0.9959509,0.99546176,-0.60715777,0.017493667,0.99647075,-0.9956137,0.9977868,0.9987581,0.9949915,-0.13848977
0.9974257,0.91756463,0.99837536,0.018330822,-0.99703366,0.9965596,0.6908129,0.99845815,0.9965509,0.9991947,0.65275437,-0.9973631,-0.66693836,0.9904541,0.32036817
0.9960097,-0.9573115,0.9979763,0.094658844,-0.31135044,-0.99565357,0.9987633,0.9958726,-0.99891245,0.22693749,0.9883507,-0.8396205,0.24572007,0.6062849,-0.5428147
0.993532,-0.15954341,0.94657403,-0.99837595,0.9984255,0.9975408,0.09374051,0.9831218,0.9975481,-0.17279753,-0.9954974,0.99303496,-0.9881109,-0.98623097,-0.9986167
0.084251724,-0.9982603,-0.9965193,-0.9968076,0.9974463,0.9975384,0.9969087,0.1469404,-0.16685055,-0.9972765,-0.9956778,-0.9989239,-0.6148691,0.6781741,-0.99628234
-0.98898524,0.99446577,-0.06456086,0.9971426,-0.9986206,-0.13053972,0.15268487,0.99724984,-0.9980996,0.99827397,-0.99803007,0.9687073,0.6638733,0.99823475,0.99810594
0.96564317,0.32055476,0.9916712,-0.16307952,-0.9885291,0.28176865,-0.065329514,-0.20802306,-0.9960945,0.9965346,0.33901256,0.29773775,0.99825144,-0.995677,-0.9989827
0.99589205,0.9981571,-0.99607337,-0.9945683,-0.99857754,-0.99517906,-0.9983332,-0.9959779,0.9682713,-0.7796931,0.99843985,-0.99805707,0.9962755,-0.9950067,0.9974677
-0.99771863,-0.18915726,0.32609862,0.8372801,-0.8369568,-0.18963158,-0.26638302,-0.99753743,0.99496305,-0.99421823,0.9987728,0.1970773,-0.8991659,-0.99845403,0.99609506
0.17033885,-0.9947294,0.99645793,-0.9980997,0.8532154,-0.9971493,-0.9934866,-0.86549795,-0.269882,0.99781567,-0.9969063,-0.99853045,0.9987516,0.030526629,-0.9977329
-0.1416831,-0.9900289,-0.70157343,-0.995867,0.9980513,0.99165916,-0.99826777,-0.9111601,-0.99303764,0.99624217,0.9963762,0.08748137,-0.85142636,-0.47937536,0.98749256
-0.89821523,0.9867258,0.9979627,-0.004131207,0.9940951,-0.072904885,0.49894106,-0.18572189,0.9923138,0.99905235,0.057126995,-0.994083,0.9970285,0.15792814,0.99737406
-0.61758447,-0.12660599,-0.99788845,0.9938178,0.03887727,0.997362,0.9980606,-0.19031115,-0.99899644,0.10445789,-0.24561445,-0.04876555,-0.17951062,0.35232824,0.99766326
-0.9970003,-0.9949585,0.99850404,0.48674458,0.9955681,0.99247867,-0.9749274,0.2052559,-0.09428416,-0.9979666,-0.9980174,0.99781775,0.9892722,-0.99807686,0.99487346
-0.3208252,-0.2945894,0.12117922,0.9514732,0.32025218,0.008593336,0.9949485,-0.116218954,-0.99747,-0.2913741,0.99884814,0.39967436,-0.99861205,-0.99604756,-0.99704146
-0.12143077,-0.9979086,-0.06877484,-0.9973723,-0.012890715,0.9957602,-0.08950441,0.99753284,-0.9988861,0.32479882,-0.005419776,-0.9976827,0.99860424,-0.9980455,0.113571934
-0.06842442,0.2540994,-0.9984401,0.030374724,0.8704134,-0.03675751,0.045776054,-0.99841493,-0.094719484,-0.9989358,0.9978705,0.99627703,-0.35831556,0.9898519,0.10293161
0.09046763,0.9978444,0.5371714,-0.9924703,0.42071813,-0.9882993,-0.070290685,0.99697423,0.9967589,0.99750715,-0.9913697,0.34005466,-0.0771942,0.99901646,-0.99635655
0.9983152,-0.9956076,-0.99537045,-0.03740726,-0.98447585,0.99728477,-0.37364817,0.35765374,-0.99728614,-0.99633116,0.99876565,-0.2904904,-0.99895024,0.99697363,0.38733852
-0.996723,0.99829227,-0.9974505,-0.99803567,0.9972993,0.99821764,0.99644136,-0.99907076,-0.9953111,-0.3335088,0.8799017,-0.9750557,-0.102632746,-0.9982386,-0.93148273
0.9772323,-0.3457094,0.99915105,-0.012368746,0.9932499,-0.9964336,-0.99884224,-0.7081346,-0.9987817,0.9856164,-0.9962336,0.42495665,-0.99726784,-0.9980631,-0.016364504
0.16112784,-0.9984707,-0.9989375,-0.24351975,0.17815399,0.9978967,0.37469488,0.00015479373,0.20039721,-0.03539762,0.9968673,0.9977338,0.3796787,-0.9979598,-0.10243322
0.07762645,0.99706644,-0.9983765,-0.99669105,-0.99183387,-0.9984935,0.9954032,0.99833775,-0.99646163,-0.99346715,-0.11793197,-0.98611224,-0.99012095,0.9986125,0.9988313
-0.05597024,0.99631333,-0.99805236,0.101146564,0.011691205,0.99805033,-0.9979746,0.9979626,-0.99619603,0.9928737,-0.9970663,0.20284453,-0.23326285,-0.99856347,-0.6912124
0.06378595,0.9969617,0.59348655,0.99739707,0.9453348,-0.9370935,-0.98980916,-0.9959479,-0.998617,-0.28077778,0.9967329,0.09629964,0.99767154,-0.9973745,0.99859834
-0.028305633,-0.8082063,0.10314517,-0.9969178,0.9963516,-0.9940597,-0.9986144,0.99906456,-0.9980807,-0.9979335,-0.24588665,0.965192,-0.26971993,-0.4427023,0.9572697
0.17359325,-0.90288275,0.07939327,0.057302613,-0.99821866,-0.99891293,-0.99621445,-0.99811673,0.35431343,0.9935376,0.16417116,-0.13430144,-0.032087125,0.9985275,-0.1491373
-0.2954534,-0.11712628,0.99765146,-0.9983421,-0.99424666,0.1219736,0.9991183,-0.9989726,0.0063526565,0.09047234,0.042210147,-0.22973028,-0.99897313,0.9961404,-0.084677815
0.6256905,0.99869967,0.99720335,-0.99086404,0.99597365,0.9797529,-0.9981923,-0.32898292,0.99838763,0.07823744,0.9844413,-0.99763125,0.9975908,0.9981963,-0.28959078
-0.044507515,-0.99218196,-0.99768054,0.99847645,-0.99903375,0.052053314,-0.54797363,0.9979394,0.8174818,0.94976044,0.99530286,-0.9979445,-0.9962347,-0.9940902,0.9964914
-0.9960946,-0.5111688,-0.6163382,-0.9980495,-0.9972758,-0.7125866,-0.9514478,0.18086225,-0.50226784,-0.41985306,-0.9994053,0.03584553,0.014259694,0.9982997,-0.02877863
-0.992509,0.997366,-0.9064021,-0.9983923,0.9957757,-0.99573135,-0.9953345,-0.4333048,0.08238629,0.17334965,-0.095670186,0.9090657,-0.9980506,-0.9976926,-0.9975673
-0.9720065,0.17674676,0.99855417,0.99678415,-0.99824363,-0.9985917,-0.99522537,0.9973328,0.998763,-0.99670005,0.99654526,-0.99582547,0.9978557,0.99698293,0.9861775
-0.9989171,-0.8148409,-0.112747185,-0.22644119,-0.99907184,0.99788195,0.38094977,0.26101294,0.055706587,-0.9888318,-0.99776965,-0.99730474,-0.9979955,-0.5090572,0.7646223
0.9988628,-0.9965168,-0.13541706,0.99675196,-0.9983468,0.9983254,0.99843436,0.5077489,-0.08985886,0.99714917,-0.014189832,0.020484379,-0.9670311,-0.9975876,-0.99612194
0.36446053,0.99655235,0.9832661,0.2308357,-0.9945263,0.9979905,-0.17546745,0.9974515,0.9776355,-0.19791523,-0.9843492,-0.009083252,0.652663,-0.9973443,0.9935746
0.9944881,0.10553872,-0.99836445,0.27400202,-0.033702083,0.996578,-0.95897806,-0.97981375,0.9941383,0.122584246,0.9969925,0.60008466,-0.9981929,0.012453373,-0.9981547
0.9992826,-0.99815327,-0.99710685,-0.9990787,-0.9978472,0.9962756,-0.9982449,0.11921008,0.99821013,0.9973706,-0.9984957,-0.9965905,0.10097522,-0.99425083,-0.99674946
-0.9935401,0.99781245,0.9979289,0.99598867,0.9983605,0.99678236,0.99823385,0.9968702,-0.9988688,0.53236854,-0.99684614,-0.996084,0.99800795,-0.99691933,-0.998227
-0.64083976,0.99848837,0.9974272,0.99701595,-0.9990031,0.99493253,0.22323011,-0.8395311,-0.5139143,0.99832016,0.9984097,0.9985407,-0.9939879,0.9977481,-0.9851136
0.99731153,0.9960174,0.998005,-0.98330814,-0.9988567,-0.9971013,-0.99886787,0.99601585,-0.99850005,-0.99487835,-0.98656374,0.9922174,0.9988365,0.99779975,0.09508716
-0.998893,0.9966852,0.50320303,-0.9983058,-0.9983046,0.9969478,0.9983944,0.9960047,0.38438475,0.40662852,0.9975297,-0.9968036,0.66076434,-0.9978425,-0.998066
-0.25935182,0.1780385,0.998297,0.99820316,0.9972334,0.9696498,-0.9973379,0.059899937,0.99874294,0.99587137,-0.9968872,0.43126026,-0.9979901,0.9973302,0.9979314
-0.9982006,0.99848574,-0.999108,-0.9974642,0.13876534,0.33910388,-0.041261062,0.997553,-0.19503246,-0.99888396,-0.99555093,0.997305,0.9983134,-0.18096223,0.8945152
0.9965388,0.9980194,-0.9986934,-0.99886775,-0.32646734,-0.0025405814,0.96599674,-0.7019724,0.99760526,-0.9965673,-0.9964776,0.00200896,-0.99442184,-0.9550733,-0.027574966
0.9977811,-0.9941169,-0.997809,0.15596469,-0.056646585,-0.99638957,0.0671924,-0.9982744,-0.9026449,-0.29478836,-0.46805817,-0.9979606,-0.6871887,-0.9978535,-0.7767426
0.9986697,0.2540598,-0.20195329,0.9976102,-0.11706651,-0.97573435,-0.99634933,0.06349751,-0.9528446,0.996987,-0.6369211,-0.9959782,0.9402378,-0.9948173,0.9301465
0.99548745,-0.35025537,0.034350622,-0.073647246,0.6356876,0.40573597,0.99877316,-0.99802035,0.99527425,0.02975527,-0.8114202,-0.99704295,0.9977916,-0.29686615,0.1358418
0.99602526,0.99585617,0.23714854,0.98916364,-0.9978474,-0.99428487,0.9964027,-0.5785898,-0.021441758,-0.25843295,0.44362223,-0.9980267,-0.9976586,-0.09035499,0.46507594
-0.9977389,0.0035771525,-0.9948464,-0.29801694,0.9971551,0.040651113,-0.9970838,0.99673086,0.9981073,-0.9925925,0.99171627,-0.27978817,0.23140398,-0.17294823,-0.9985022
0.9979999,-0.27012098,0.0026413163,0.9896865,-0.99573004,-0.125944,0.9984349,-0.16964929,0.99660593,0.081855565,0.99896675,0.99838305,0.29292458,0.99856836,0.9976186
